tweet_id,source,text,expanded_urls,rating_numerator,rating_denominator,name,dog_type,date,time,retweet_count,favorite_count,jpg_url,prediction,confidence,breed_predicted
892420643555336193,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Phineas. He's a mystical boy. Only ever appears in the hole of a donut. 13/10 https://t.co/MgUWQ76dJU,https://twitter.com/dog_rates/status/892420643555336193/photo/1,13.0,13.0,Phineas,,2017-08-01,16:23:56,7224.0,34638.0,https://pbs.twimg.com/media/DGKD1-bXoAAIAUK.jpg,Orange,9.70%,False
892177421306343426,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Tilly. She's just checking pup on you. Hopes you're doing ok. If not, she's available for pats, snugs, boops, the whole bit. 13/10 https://t.co/0Xxu71qeIV",https://twitter.com/dog_rates/status/892177421306343426/photo/1,13.0,13.0,Tilly,,2017-08-01,00:17:27,5416.0,30024.0,https://pbs.twimg.com/media/DGGmoV4XsAAUL6n.jpg,Chihuahua,32.36%,True
891815181378084864,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Archie. He is a rare Norwegian Pouncing Corgo. Lives in the tall grass. You never know when one may strike. 12/10 https://t.co/wUnZnhtVJB,https://twitter.com/dog_rates/status/891815181378084864/photo/1,12.0,12.0,Archie,,2017-07-31,00:18:03,3576.0,22599.0,https://pbs.twimg.com/media/DGBdLU1WsAANxJ9.jpg,Chihuahua,71.60%,True
891689557279858688,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Darla. She commenced a snooze mid meal. 13/10 happens to the best of us https://t.co/tD36da7qLQ,https://twitter.com/dog_rates/status/891689557279858688/photo/1,13.0,13.0,Darla,,2017-07-30,15:58:51,7439.0,37908.0,https://pbs.twimg.com/media/DF_q7IAWsAEuuN8.jpg,Paper Towel,17.03%,False
891327558926688256,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Franklin. He would like you to stop calling him ""cute."" He is a very fierce shark and should be respected as such. 12/10 #BarkWeek https://t.co/AtUZn91f7f","https://twitter.com/dog_rates/status/891327558926688256/photo/1,https://twitter.com/dog_rates/status/891327558926688256/photo/1",12.0,12.0,Franklin,,2017-07-29,16:00:24,7983.0,36197.0,https://pbs.twimg.com/media/DF6hr6BUMAAzZgT.jpg,Basset,55.57%,True
891087950875897856,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here we have a majestic great white breaching off South Africa's coast. Absolutely h*ckin breathtaking. 13/10 (IG: tucker_marlo) #BarkWeek https://t.co/kQ04fDDRmh,https://twitter.com/dog_rates/status/891087950875897856/photo/1,13.0,13.0,None,,2017-07-29,00:08:17,2681.0,18254.0,https://pbs.twimg.com/media/DF3HwyEWsAABqE6.jpg,Chesapeake Bay Retriever,42.56%,True
890971913173991426,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Meet Jax. He enjoys ice cream so much he gets nervous around it. 13/10 help Jax enjoy more things by clicking below

https://t.co/Zr4hWfAs1H https://t.co/tVJBRMnhxl","https://gofundme.com/ydvmve-surgery-for-jax,https://twitter.com/dog_rates/status/890971913173991426/photo/1",13.0,13.0,Jax,,2017-07-28,16:27:12,1724.0,10620.0,https://pbs.twimg.com/media/DF1eOmZXUAALUcq.jpg,Appenzeller,34.17%,True
890729181411237888,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",When you watch your owner call another dog a good boy but then they turn back to you and say you're a great boy. 13/10 https://t.co/v0nONBcwxq,"https://twitter.com/dog_rates/status/890729181411237888/photo/1,https://twitter.com/dog_rates/status/890729181411237888/photo/1",13.0,13.0,None,,2017-07-28,00:22:40,16258.0,58260.0,https://pbs.twimg.com/media/DFyBahAVwAAhUTd.jpg,Pomeranian,56.61%,True
890609185150312448,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Zoey. She doesn't want to be one of the scary sharks. Just wants to be a snuggly pettable boatpet. 13/10 #BarkWeek https://t.co/9TwLuAGH0b,https://twitter.com/dog_rates/status/890609185150312448/photo/1,13.0,13.0,Zoey,,2017-07-27,16:25:51,3724.0,25124.0,https://pbs.twimg.com/media/DFwUU__XcAEpyXI.jpg,Irish Terrier,48.76%,True
890240255349198849,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Cassie. She is a college pup. Studying international doggo communication and stick theory. 14/10 so elegant much sophisticate https://t.co/t1bfwz5S2A,https://twitter.com/dog_rates/status/890240255349198849/photo/1,14.0,14.0,Cassie,doggo ,2017-07-26,15:59:51,6280.0,28648.0,https://pbs.twimg.com/media/DFrEyVuW0AAO3t9.jpg,Pembroke,51.13%,True
890006608113172480,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Koda. He is a South Australian deckshark. Deceptively deadly. Frighteningly majestic. 13/10 would risk a petting #BarkWeek https://t.co/dVPW0B0Mme,"https://twitter.com/dog_rates/status/890006608113172480/photo/1,https://twitter.com/dog_rates/status/890006608113172480/photo/1",13.0,13.0,Koda,,2017-07-26,00:31:25,6324.0,27669.0,https://pbs.twimg.com/media/DFnwSY4WAAAMliS.jpg,Samoyed,95.80%,True
889880896479866881,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Bruno. He is a service shark. Only gets out of the water to assist you. 13/10 terrifyingly good boy https://t.co/u1XPQMl29g,https://twitter.com/dog_rates/status/889880896479866881/photo/1,13.0,13.0,Bruno,,2017-07-25,16:11:53,4297.0,25158.0,https://pbs.twimg.com/media/DFl99B1WsAITKsg.jpg,French Bulldog,37.74%,True
889665388333682689,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here's a puppo that seems to be on the fence about something haha no but seriously someone help her. 13/10 https://t.co/BxvuXk0UCm,https://twitter.com/dog_rates/status/889665388333682689/photo/1,13.0,13.0,None, puppo,2017-07-25,01:55:32,8599.0,43131.0,https://pbs.twimg.com/media/DFi579UWsAAatzw.jpg,Pembroke,96.63%,True
889638837579907072,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Ted. He does his best. Sometimes that's not enough. But it's ok. 12/10 would assist https://t.co/f8dEDcrKSR,"https://twitter.com/dog_rates/status/889638837579907072/photo/1,https://twitter.com/dog_rates/status/889638837579907072/photo/1",12.0,12.0,Ted,,2017-07-25,00:10:02,3841.0,24251.0,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,French Bulldog,99.17%,True
889531135344209921,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. 13/10 puppared puppo #BarkWeek https://t.co/y70o6h3isq,https://twitter.com/dog_rates/status/889531135344209921/photo/1,13.0,13.0,Stuart, puppo,2017-07-24,17:02:04,1935.0,13655.0,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,Golden Retriever,95.34%,True
889278841981685760,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek https://t.co/WpHvrQedPb,https://twitter.com/dog_rates/status/889278841981685760/video/1,13.0,13.0,Oliver,,2017-07-24,00:19:32,4583.0,22654.0,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,Whippet,62.62%,True
888917238123831296,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both https://t.co/chxruIOUJN,https://twitter.com/dog_rates/status/888917238123831296/photo/1,12.0,12.0,Jim,,2017-07-23,00:22:39,3862.0,26208.0,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,Golden Retriever,71.47%,True
888804989199671297,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best https://t.co/HTQ77yNQ5K,"https://twitter.com/dog_rates/status/888804989199671297/photo/1,https://twitter.com/dog_rates/status/888804989199671297/photo/1",13.0,13.0,Zeke,,2017-07-22,16:56:37,3647.0,23016.0,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,Golden Retriever,46.98%,True
888554962724278272,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK,"https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1",13.0,13.0,Ralphus,,2017-07-22,00:23:06,2964.0,17760.0,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,Siberian Husky,70.04%,True
888078434458587136,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,"https://twitter.com/dog_rates/status/888078434458587136/photo/1,https://twitter.com/dog_rates/status/888078434458587136/photo/1",12.0,12.0,Gerald,,2017-07-20,16:49:33,2988.0,19612.0,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,French Bulldog,99.50%,True
887705289381826560,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,https://twitter.com/dog_rates/status/887705289381826560/photo/1,13.0,13.0,Jeffrey,,2017-07-19,16:06:48,4658.0,27269.0,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,Basset,82.17%,True
887517139158093824,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) https://t.co/20VrLAA8ba,https://twitter.com/dog_rates/status/887517139158093824/video/1,14.0,14.0,such,,2017-07-19,03:39:09,10118.0,41728.0,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,Limousine,13.04%,False
887473957103951883,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,"https://twitter.com/dog_rates/status/887473957103951883/photo/1,https://twitter.com/dog_rates/status/887473957103951883/photo/1",13.0,13.0,Canela,,2017-07-19,00:47:34,15469.0,61735.0,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,Pembroke,80.92%,True
887343217045368832,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,https://twitter.com/dog_rates/status/887343217045368832/video/1,13.0,13.0,None,,2017-07-18,16:08:03,9074.0,30299.0,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,Mexican Hairless,33.07%,True
887101392804085760,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof https://t.co/4Ad1jzJSdp,https://twitter.com/dog_rates/status/887101392804085760/photo/1,12.0,12.0,None,,2017-07-18,00:07:08,5132.0,27628.0,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,Samoyed,73.39%,True
886983233522544640,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,"https://twitter.com/dog_rates/status/886983233522544640/photo/1,https://twitter.com/dog_rates/status/886983233522544640/photo/1",13.0,13.0,Maya,,2017-07-17,16:17:36,6548.0,31176.0,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,Chihuahua,79.35%,True
886736880519319552,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b","https://www.gofundme.com/mingusneedsus,https://twitter.com/dog_rates/status/886736880519319552/photo/1,https://twitter.com/dog_rates/status/886736880519319552/photo/1",13.0,13.0,Mingus,,2017-07-16,23:58:41,2725.0,10747.0,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,Kuvasz,30.97%,True
886680336477933568,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,https://twitter.com/dog_rates/status/886680336477933568/photo/1,13.0,13.0,Derek,,2017-07-16,20:14:00,3850.0,20233.0,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,Convertible,73.90%,False
886366144734445568,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,"https://twitter.com/dog_rates/status/886366144734445568/photo/1,https://twitter.com/dog_rates/status/886366144734445568/photo/1",12.0,12.0,Roscoe, pupper ,2017-07-15,23:25:31,2716.0,19005.0,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,French Bulldog,99.92%,True
886258384151887873,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,https://twitter.com/dog_rates/status/886258384151887873/photo/1,13.0,13.0,Waffles,,2017-07-15,16:17:19,5434.0,25170.0,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,Pug,94.36%,True
885984800019947520,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,https://twitter.com/dog_rates/status/885984800019947520/photo/1,12.0,12.0,Jimbo,,2017-07-14,22:10:11,5775.0,29315.0,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,Blenheim Spaniel,97.25%,True
